,Artist,norm_updated_2
52,John Lee Hooker,0.0005683642824081517
53,Black Flag,0.0009025656908098844
54,Bo Diddley,0.000850135886830368
55,George Jones,0.00031540753644695725
56,Sly & the Family Stone,0.0004855298837368804
57,Lester Young,0.0006296406812165072
58,Kiss,0.0001998276334264034
59,Jerry Lee Lewis,0.0005509984890340058
60,Metallica,0.00015661397126329852
61,Michael Jackson,0.00019709887552232198
62,Al Green,0.00047327779138609866
63,The Doors,0.0002991342043526355
64,Jimmy Reed,0.0020348260648467248
65,R.E.M.,0.00022576027462038764
66,Prince,0.000242922176108565
67,Prince,0.000242922176108565
68,Prince,0.000242922176108565
69,T. Rex,0.0008074900876980412
70,Pete Seeger,0.0004709708705316331
71,Willie Nelson,0.00013837997621719128
72,Nirvana,0.0002268178449934128
73,Nirvana,0.0002268178449934128
74,Alice Cooper,0.00043090127338354814
75,Joy Division,0.00048526678540067536
76,Elton John,0.00012035020368471125
77,The Everly Brothers,0.0005082006992464284
78,Sarah Vaughan,0.00017595741358014753
79,Burt Bacharach,0.001115530348618665
80,Talking Heads,0.00017714012117420105
81,Elmore James,0.0016361591175172076
82,Bruce Springsteen,0.00020174154429543592
83,New Order,0.0004680170180136867
84,New Order,0.0004680170180136867
85,Thelonious Monk,0.00012805727450587658
86,Leonard Cohen,0.0004301790365213315
87,Ornette Coleman,0.0008719451730646918
88,Big Star,0.0022153556080260215
89,Frank Zappa,0.00027161417052189423
90,Jackie Wilson,0.0006381553692341584
91,Carole King,0.0006654103670736869
92,New York Dolls,0.001911966060457453
93,U2,0.00013468168188466938
94,Judas Priest,0.00025073264888338386
95,Charlie Christian,0.0022435909263445776
96,B.B. King,0.00023180228988221193
97,Iron Maiden,0.0002959589835419203
98,Van Morrison,0.00014257959084669142
99,Grateful Dead,0.00011562128728330604
100,MC5,0.0015390975700457711
101,Wire,0.000768665851421721
102,Nick Drake,0.0009110192028590453
103,Aerosmith,0.00021723203417151892
104,AC/DC,0.00019116083859921332
105,Carl Perkins,0.0008357683835529824
106,Carl Perkins,0.0008357683835529824
107,Nina Simone,9.850605340950896e-05
108,Queen,6.466343222444254e-05
109,Bud Powell,0.0003716647476696295
110,The Smiths,0.00022883027841877481
111,The Cure,0.00015208089140640994
112,The Zombies,0.0009129838979939599
113,Blondie,0.00037245839694599045
114,The Temptations,0.0002485257017539558
115,Pixies,0.00042091947178955795
116,Fats Domino,0.0008280769835346813
117,The Platters,0.00034918985098788803
118,Willie Dixon,0.0012953134187535925
119,Patsy Cline,0.0004006578422404481
120,Simon & Garfunkel,0.0002391814339504861
121,Dinah Washington,0.0002512729151224712
122,Louis Jordan,0.02564426093447005
123,Lou Reed,0.0003882150551342101
124,Lefty Frizzell,0.0002251715347155439
125,The Mills Brothers,0.0027563469036094557
126,The Allman Brothers Band,0.00019565348886258413
127,Jeff Beck,0.0006452357448603329
128,Chet Atkins,0.0016793359540068413
129,Madonna,0.00020422062166975042
130,Madonna,0.00020422062166975042
131,Billy Eckstine,0.004353515750177682
132,Sonic Youth,0.0005543283159735594
133,Roy Orbison,0.0002594787496062956
134,Van Halen,0.00021017566432417748
135,Parliament,0.00046969627796987446
136,Bee Gees,0.00017102684119430409
137,King Crimson,0.0006506879626411458
138,Wilson Pickett,0.000667930160128653
139,Art Blakey,0.0013245725102143295
140,Iggy Pop,0.0008632256545690269
141,Dolly Parton,0.00017917050154753599
142,Eddie Cochran,0.0006380463678269872
143,The Hollies,0.0005300348722770511
144,The Drifters,0.0006718070641257273
145,Slayer,0.00026367873198358273
146,Patti Smith,0.0006442517887824926
147,The Isley Brothers,0.00018039098886736985
148,Yes,0.00019958799976064082
149,Diana Ross,0.000422409731297733
150,Gram Parsons,0.0010867691187023023
151,T-Bone Walker,0.005421116318885963
152,Gary Numan,0.001337606030857225
153,Elvis Costello,0.000656519528594043
154,Minor Threat,0.0008481310046614541
155,Paul Simon,0.0002068260120591463
156,Terry Riley,0.00705657030914075
157,The Replacements,0.00029341393674762236
158,Funkadelic,0.00039884549539320757
159,Green Day,0.00014837309335984306
160,Loretta Lynn,0.0005686815482511521
161,Can,0.0006271006025470909
162,Waylon Jennings,9.277042890941213e-05
163,Gil Evans,0.0007218786688701053
164,Television,0.0012079354892989794
165,Ray Price,0.00028789128630600573
166,My Bloody Valentine,0.0007168428450629376
167,Janet Jackson,0.00033020239334096194
168,Gene Vincent,0.0020874101975345317
169,James Taylor,0.00012876530547813148
170,James Taylor,0.00012876530547813148
171,Cheap Trick,0.00032558629413114836
172,The Animals,0.000211048672703
173,Etta James,0.0003385187498083875
174,"Lee ""Scratch"" Perry",0.0034401673825964724
175,Albert King,0.0004908097405142882
176,Eagles,0.00011816674374401666
177,Joan Baez,0.00031756429100616637
178,Fleetwood Mac,4.622218688338655e-05
179,Bill Evans,0.00013048845508753713
180,Bill Evans,0.00013048845508753713
181,Bill Evans,0.00013048845508753713
182,Sun Ra,0.00044296587434092683
183,Lightnin' Hopkins,0.0007510411670097083
184,Buffalo Springfield,0.00034550829675082217
185,Depeche Mode,0.00013370386388274232
186,The Damned,0.0004913656013167126
187,Tom Waits,0.00014907598201488855
188,Gladys Knight,0.00342528923937961
189,Dean Martin,3.979408611537728e-05
190,The Police,0.00027905019698814756
191,Flatt & Scruggs,0.0002182190008230154
192,Jimmy Cliff,0.00046624175324401913
193,Janis Joplin,0.0002576434570589985
194,The Louvin Brothers,0.0005455402424390404
195,Donovan,0.000172723613479041
196,Donovan,0.000172723613479041
197,Max Roach,0.0005101088161461318
198,Oscar Peterson,6.98363200935778e-05
199,The Supremes,0.0002709811425754057
200,Peter Tosh,0.00030375009078354635
201,Buddy Guy,0.001072936774585313
202,Faces,0.000552353873646195
203,Eric Clapton,8.541192195576373e-05
204,Tony Bennett,0.00019992079110165914
205,The Impressions,0.0003410584237765989
206,Echo & the Bunnymen,0.0004292422086025368
207,Thin Lizzy,0.00020971718061761095
208,Fred Neil,0.0010146182205961125
209,Sonny Rollins,0.00010538817665782856
210,Roberta Flack,0.0004068199526973241
211,Gang of Four,0.0009424904082968029
212,Suicide,0.0016006741070210902
213,Horace Silver,0.0006646702105912771
214,The Jam,0.0006118399009147289
215,Dionne Warwick,0.000290784676678689
216,Solomon Burke,0.0005453136571887984
217,Cannonball Adderley,0.00022524366740877787
218,Peter Gabriel,0.0002316574688669404
219,The Ink Spots,0.0006056134073112115
220,Small Faces,0.001572534127415855
221,Tangerine Dream,0.0017366031420957442
222,Chaka Khan,0.00029422987436605847
223,The Fugs,0.005196725891687934
224,Donna Summer,0.00022024878767608157
225,Peggy Lee,9.930547542847724e-05
226,Peggy Lee,9.930547542847724e-05
227,The Flying Burrito Brothers,0.0005330699009303069
228,Roy Brown,0.00771795581476995
229,Creedence Clearwater Revival,0.00012766637383669087
230,"Earth, Wind & Fire",0.00015977296629276824
231,Stan Kenton,0.00018178380446393533
232,Dead Kennedys,0.00030872862559805614
233,Siouxsie and the Banshees,0.00030840851351935614
234,Fugazi,0.00045575804062662577
235,John Lennon,0.00017529215361788522
236,Chic,0.0010070494996929137
237,Percy Mayfield,0.0072303237124132
238,Love,0.00028305989805971964
239,Cocteau Twins,0.0001949801320191608
240,Dusty Springfield,0.00032720110753610226
241,Quincy Jones,0.0001867944151683286
242,Lynyrd Skynyrd,0.00014799330395885772
243,Ewan MacColl,0.0031695751287817223
244,Jefferson Airplane,0.00019429522658311028
245,Bill Withers,0.00015917737629661798
246,Donny Hathaway,0.000284893270665704
247,Otis Rush,0.00039124827515608197
248,Pretenders,0.0003648048413358844
249,The Jackson 5,0.00022622993243244516
250,Toots & the Maytals,0.00034828427368384124
251,Scott Walker,0.0005749559021051312
252,Charles Mingus,7.532075946437186e-05
253,Fairport Convention,0.0007621442007231028
254,Alice in Chains,0.00018989830998224861
255,"Crosby, Stills & Nash",0.00023955773690174912
256,George Strait,6.382388211141667e-05
257,The Flamingos,0.00046806502625457413
258,Pearl Jam,0.00015192512153854046
259,John Mayall,0.0014981154961461278
260,Bad Brains,0.0002747873035729153
261,The Skatalites,0.006677904721463225
262,Herbie Hancock,0.0001604911101368091
263,Ennio Morricone,0.00013524915567635155
264,Radiohead,0.00013085376787610399
265,Slade,0.0013070767875151801
266,Erroll Garner,0.00013333046985869847
267,Whitney Houston,0.00020079901921517384
268,Roy Eldridge,0.001043548506110336
269,Ramblin' Jack Elliott,0.00260130291282487
270,Genesis,7.875987704326485e-05
271,Randy Newman,0.0002522755941959767
272,Free,0.000518275595826694
273,Red Hot Chili Peppers,5.9078848405606164e-05
274,Jane's Addiction,0.00034962068182579865
275,The Cars,0.00020385176590047383
276,Emmylou Harris,0.00016665548819682987
277,Lena Horne,0.0005690195272153689
278,XTC,0.0002608866964223112
279,Kitty Wells,0.00638776371665225
280,Ultravox,0.001277500634210815
281,The Stanley Brothers,0.0015024655478509117
282,The Shadows,0.000510460018466392
283,Isaac Hayes,0.0007085339601413639
284,Ben Webster,0.00029989988648960233
285,Santana,0.00010337187142118942
286,Luther Vandross,0.00019111997815175036
287,Blue Cheer,0.0015822865605214125
288,The Moody Blues,7.90672648550859e-05
289,Jacques Brel,0.001257468372108135
290,Odetta,0.00022363405333006517
291,The Shirelles,0.00033560588695978106
292,Bert Jansch,0.0008839547193036287
293,Tim Hardin,0.0017645419304116855
294,Teddy Pendergrass,0.00024907004085273433
295,Laura Nyro,0.0009119758949409184
296,Minnie Riperton,0.0003514299158887386
297,Davy Graham,0.0030705562869906373
298,Wynonie Harris,0.00407769587618195
299,Conway Twitty,0.00019402708843817618
300,Mariah Carey,0.00011936729797804118
301,Spike Jones,0.0121463173084183
302,The Move,0.006070138090739525
303,Pere Ubu,0.004046093404868483
304,TLC,0.0005046645047612875
305,Tammy Wynette,0.00017250479280059644
306,Rufus Thomas,0.0015072928534884374
307,The Jesus and Mary Chain,0.0004949220850355708
308,Neu!,0.0016930297748554714
309,Linda Ronstadt,0.00010765366571177671
310,Soundgarden,0.00018987701952420484
311,The Kingston Trio,0.0001754288170276276
312,Kate Bush,0.00015819549634447095
313,Venom,0.0006490961386570777
314,Wes Montgomery,0.00011708940709486516
315,Barry White,0.00024394240618047158
316,Jackson Browne,0.00016316184612455564
317,Jerry Butler,0.0010061765358974478
318,The Ronettes,0.0019187808739041167
319,Grand Funk Railroad,0.000423418472947287
320,Screamin' Jay Hawkins,0.00076156264429888
321,Rush,7.470231771824787e-05
322,Steppenwolf,0.0002843215503923475
323,Tina Turner,0.00029875890216940265
324,Silver Apples,0.001129193047891285
325,Tom Petty,0.00032659482528247103
326,Ben E. King,0.0002811651651930475
327,Sister Rosetta Tharpe,0.0003451162748497785
328,Faith No More,0.00029806079904073863
329,Alabama,0.00010442170917042057
330,The Lovin' Spoonful,0.00024812963280181
331,The O'Jays,0.00020639291526242592
332,Anita O'Day,0.00012772501252682298
333,Ruth Brown,0.0007898232175974249
334,Mott the Hoople,0.0010027465419758773
335,Bad Company,0.00012388163387617472
336,Phil Ochs,0.0003050064763133917
337,Tito Puente,0.0002149219019812647
338,Anthrax,0.0002517361443212724
339,The Meters,0.00023785879104309238
340,Roy Rogers,0.001089586490114895
341,Roy Rogers,0.001089586490114895
342,Dave Van Ronk,0.00035994882555483165
343,ABBA,8.906136232712728e-05
344,Descendents,0.00026193239165999755
345,Tim Buckley,0.0005369378412786325
346,Paul McCartney,0.0001332741535417292
347,Hank Snow,0.0007111001170775333
348,Townes Van Zandt,0.000106642310547905
349,Ahmad Jamal,0.00013998011357367433
350,Chet Baker,6.971223567833344e-05
351,Public Image Ltd.,0.0010078081377721381
352,blink-182,9.475856450970851e-05
353,Giorgio Moroder,0.001056061430071655
354,Bobby Womack,0.0002702911503680564
355,Don Byas,0.00210588280705981
356,Johnny Mathis,0.00011894494944116836
357,Vanilla Fudge,0.0011687573877313723
358,Mary J. Blige,0.00016306688217090622
359,Traffic,0.0002334241155898511
360,Tom Paxton,0.0017432180510371
361,Sam & Dave,0.00030758929442621766
362,Ohio Players,0.00041778510685946604
363,The Modern Lovers,0.00040139645465565383
364,Jimmy Smith,0.00043395387662137087
365,Steve Reich,0.0104134575353558
366,Professor Longhair,0.0017314784527662583
367,Little Jimmy Scott,0.001477178688470443
368,Bad Religion,0.00011142915740288044
369,Duran Duran,0.00010719793032269476
370,Mary Wells,0.00023174990019359998
371,The Fall,0.001132713823027539
372,R. Kelly,0.0001483502139795438
373,Glen Campbell,0.00017817450605846932
374,Iron Butterfly,0.0007809562771789538
375,The Seeds,0.001013845425302005
376,Massive Attack,0.00038251144954466976
377,The Shangri-Las,0.00201991046525883
378,The Maddox Brothers & Rose,0.01007550098123025
379,Boston,0.00027182730785186486
380,Guns N' Roses,0.00011672306893585232
381,Eddy Arnold,0.00040021331924118
382,John Fahey,0.00033098541491948164
383,Bonnie Raitt,0.00016013981331112982
384,Buck Owens,0.0014176887097407428
385,Ian & Sylvia,0.0014170470264351213
386,Randy Travis,0.00021052374600667338
387,Electric Light Orchestra,7.478048592736818e-05
388,Dinosaur Jr.,0.0004930790261560375
389,Moondog,0.00046842875704025
390,The Specials,0.0002889622169661456
391,Marty Robbins,6.98850571013057e-05
392,Misfits,0.00011470259551137018
393,"Bobby ""Blue"" Bland",0.00032448662777497835
394,Webb Pierce,0.0012072911086386875
395,Sade,0.0001270766857422059
396,The Human League,0.0003446201871614
397,Badfinger,0.00036792193741812306
398,Celia Cruz,0.0001346302999901507
399,X,0.0002895740722572045
400,X,0.0002895740722572045
401,Serge Gainsbourg,0.00017505836642097523
402,King Tubby,0.0011896788652666062
403,Soft Machine,0.0013579069178324716
404,Nine Inch Nails,0.00013763393102498913
405,Garth Brooks,0.00189546247085669
406,Mose Allison,0.00030361743724277096
407,Brenda Lee,0.0002039857606744076
408,Fela Kuti,0.00028398629641692726
409,Little Feat,0.00010342556458499393
410,John Holt,0.0010981672954682882
411,The Pretty Things,0.0003323608515442
412,Ritchie Valens,0.00024752875554331867
413,Rosemary Clooney,0.00019933779663639355
414,Korn,0.00011074524401974191
415,Madness,0.00061613227759935
416,Bobby Brown,0.00039273469686411486
417,Bobby Brown,0.00039273469686411486
418,Son House,0.004606153460819725
419,Link Wray,0.0007061250220745884
420,The Clancy Brothers,0.00035961262086325294
421,Todd Rundgren,0.00015386083428172773
422,Pantera,0.00017270862658744056
423,Charles Aznavour,0.00014184915390640234
424,Stan Getz,6.374369104491637e-05
425,Deftones,0.00014747286937797824
426,The Moonglows,0.0030401692346747164
427,Def Leppard,8.766372340628605e-05
428,Little Walter,0.00091033863816705
429,Duane Eddy,0.0006985922517995616
430,Doc Watson,0.00036288167986732803
431,"Hank Williams, Jr.",6.729910902480856e-05
432,Robert Fripp,0.0012905260367666572
433,Captain Beefheart,0.00897773227331895
434,Ted Nugent,0.00016612542745593427
435,Dexter Gordon,0.00023577647483189078
436,Humble Pie,0.00049164644988985
437,Astrud Gilberto,0.0001370337601335682
438,Weezer,0.00015337606054849565
439,Barney Kessel,0.0006756293594868923
440,Creed,0.00024388567433469724
441,Creed,0.00024388567433469724
442,Fats Navarro,0.0021924414138310873
443,Procol Harum,0.0009724592408172777
444,Desmond Dekker,0.00048613050796782225
445,Sham 69,0.0029155468473773
446,Jean Ritchie,0.00043678637493225244
447,Bob Seger,7.605157199365415e-05
448,Rod Stewart,9.718098213726368e-05
449,Slim Gaillard,0.0043405654428844
450,Bobby Darin,0.0001345382943032434
451,Jodeci,0.00043363107922767
452,The Incredible String Band,0.0009586837863899388
453,Jim Reeves,0.00027303899111676984
454,James Cleveland,0.000859410766411425
455,Slim Harpo,0.0085698078596327
456,The Flaming Lips,0.00037952860016195997
457,Little Willie John,0.001064173970585425
458,Sweet,0.00020723234324794145
459,Merle Travis,0.0002826749875873567
460,Kris Kristofferson,0.00016371133238966118
461,Tal Farlow,0.000332465500918784
462,Henry Mancini,6.319362329629468e-05
463,Steely Dan,8.067471500530389e-05
464,Daryl Hall & John Oates,8.151098302398472e-05
465,Happy Mondays,0.001502512200760718
466,Orchestral Manoeuvres in the Dark,0.00023574869007247427
467,Keith Sweat,0.00019755180029371446
468,The Dillards,0.00034158641893545
469,Johnny Hartman,0.0002815049278215759
470,John Prine,5.276475124799643e-05
471,Gerry Mulligan,0.00011475450007063381
472,Hawkwind,0.0011622262403588428
473,Wanda Jackson,0.000318606290688451
474,Billy Joel,4.1086868062266246e-05
475,Pet Shop Boys,0.00022780635053064788
476,Hank Thompson,0.0005217396780999322
477,Mission of Burma,0.0008081559138130299
478,The Clovers,0.0003844503925406
479,Allen Toussaint,0.00040311542761817254
480,Prince Buster,0.00161070481488606
481,Patti LaBelle,0.00030964300940489805
482,Sunny Day Real Estate,0.0010058527245851625
483,Lalo Schifrin,0.00048694240829030003
484,Nico,0.00019119477401401667
485,The Cramps,0.00015428894670560387
486,Megadeth,9.10377906778074e-05
487,Rage Against the Machine,0.00010530067217248222
488,Boyz II Men,0.00023451586568620883
489,Killing Joke,0.0008839717688907333
490,Throbbing Gristle,0.0015910099335459502
491,Circle Jerks,0.0003973206789993
492,New Edition,0.0002267667097294386
493,Red Foley,0.0026393747505921166
494,Ozzy Osbourne,8.656031013644862e-05
495,Bauhaus,0.000277502922104
496,The Beau Brummels,0.00258727806447635
497,Stiff Little Fingers,0.000594187818178127
498,Smashing Pumpkins,9.895035537428526e-05
499,Squeeze,0.0002844294529703685
500,The Dells,0.000614342897061948
501,King Curtis,0.0010220592219286867
502,Crystal Gayle,0.0009572313993818938
503,Beck,0.0002391568064815875
504,Tool,0.0001318251600240724
505,Tool,0.0001318251600240724
506,The Runaways,0.0006358306449976625
507,U-Roy,0.00190389873801015
508,They Might Be Giants,0.00016548820212801955
509,Smokey Robinson & the Miracles,0.00016911364140920112
510,The Sonics,0.0005849260647954962
511,The Monkees,7.50298521980203e-05
512,The Spinners,0.00017762673838877648
513,Pavement,0.00026769437937766786
514,The Dave Clark Five,0.00029819908405168404
515,Jawbreaker,0.0018476799581535624
516,The Mamas & the Papas,0.00010821556300162205
517,John Lewis,0.00037708265177699744
518,Ministry,0.00022236822013197726
519,Teena Marie,0.00019214448664317633
520,Pat Boone,0.00026899845861336295
521,Journey,5.385057855184944e-05
522,Freddie King,0.0002821760549273941
523,Harry James,0.0001692036922488259
524,Sonny Stitt,0.00016887714694851884
525,NOFX,0.00015903026787256888
526,Jeff Buckley,0.0003750540562330184
527,Cabaret Voltaire,0.00710157992952515
528,Ann Peebles,0.0005068248571136714
529,Sparks,0.00040515391091824286
530,? & the Mysterians,0.0006440960059627045
531,Nick Cave,0.00706522276904605
532,Orange Juice,0.0007813008819531056
533,Aaliyah,0.0003901048835107472
534,Portishead,0.00036882465744915525
535,Don Covay,0.0017516949170287
536,Carly Simon,0.00016878877184420724
537,George Benson,0.00013231369915582571
538,The Staple Singers,0.0001757506736907795
539,Bootsy Collins,0.000523133461789
540,Fishbone,0.0006471264686586476
541,Ike & Tina Turner,0.000271747921492934
542,Charlie Daniels,0.0005656990537667709
543,The Left Banke,0.0011293841248624
544,Elvin Jones,0.00269171983662008
545,The Stone Roses,0.0004203371559936469
546,Robert Plant,0.0003041733330244364
547,John Barry,0.00014382942280986128
548,Erskine Hawkins,0.0066867316769254
549,Them,0.0005141738346058039
550,Dr. Feelgood,0.003341793750555275
551,ZZ Top,6.24066422404715e-05
552,Suicidal Tendencies,0.00017037094323943335
553,Guy Clark,0.0003318207668046825
554,Neil Diamond,4.9988301968193583e-05
555,Talk Talk,0.00024001388860257091
556,The Coasters,0.0007308813234856611
557,Don Williams,0.00015837740084392892
558,Johnny Horton,0.00010587122759717741
559,George Michael,0.00015795865912048433
560,Bunny Wailer,0.0005042126209293154
561,McCoy Tyner,0.00035321827917900536
562,Guy,0.000326719417120195
563,Melvins,0.00043199271485293663
564,Big Audio Dynamite,0.0005395997777124875
565,Foo Fighters,8.967815656804376e-05
566,Usher,9.707854647547894e-05
567,The J.B.'s,0.0003218732835296
568,Be Bop Deluxe,0.00642622236479215
569,Operation Ivy,0.00023781990434490556
570,Neil Sedaka,0.00018310774910837427
571,Julio Iglesias,9.015397822421339e-05
572,Morrissey,0.00019350593785025455
573,Betty Wright,0.00032693060523245385
574,Tori Amos,0.0003026577261799667
575,Harry Nilsson,8.244317210901948e-05
576,Styx,8.109071385353782e-05
577,Dr. John,0.0001488075951385741
578,Kenny Rogers,9.951857090986064e-05
579,Babyface,0.00020713293006638852
580,Ken Boothe,0.0018038654884075143
581,Andy Williams,7.574242092986024e-05
582,Richie Havens,0.00039211454669955313
583,Dion,9.784852926212421e-05
584,John Martyn,0.00032945576155744214
585,Cameo,0.0001896308888586727
586,Stevie Nicks,0.00011272514240994954
587,Harry Belafonte,6.042925107698067e-05
588,Meat Puppets,0.00027118935212620436
589,Roger Miller,0.0002598342746148375
590,Irma Thomas,0.000248897073409922
591,Jimmy Eat World,0.0003187057846353359
592,Cliff Richard,0.0002761247513475111
593,Devo,9.703839017021093e-05
594,John Cale,0.00024779962008609596
595,Minutemen,0.00014703886256770953
596,Billy Joe Shaver,0.0007694254066982187
597,Big Mama Thornton,0.0011176467883013636
598,Vince Gill,0.0002793716886962568
599,Chicago,5.339879405187304e-05
600,Primal Scream,0.0008769187942455428
601,Moby Grape,0.003057622160437975
602,Mercyful Fate,0.0003821801883560625
603,Daft Punk,7.786842463367198e-05
604,Wishbone Ash,0.0005555961960762818
605,Carmen McRae,0.00011526667516545188
606,The Marvelettes,0.0002178572974582607
607,Mongo Santamaria,0.00032962575350578923
608,Elliott Smith,0.00010672148524759473
609,Sepultura,0.00022480672332109814
610,Jawbox,0.00606074610241425
611,Brandy,0.00021097503218686666
612,Crazy Horse,0.00011554874059562789
613,Dave Brubeck,7.500897616042187e-05
614,Jackson C. Frank,0.00039955424866663664
615,Aphex Twin,0.00017510815691694265
616,Robert Wyatt,0.00119046211914356
617,Marilyn Monroe,0.0009886968477599834
618,10cc,0.00028209009765892145
619,Kenny Burrell,0.00015964457587070406
620,Alan Jackson,5.062810949365107e-05
621,Helen Forrest,0.00038043110057125806
622,J.J. Cale,0.00010637003857180272
623,Illinois Jacquet,0.0009746854565123001
624,PJ Harvey,0.0003542901326914424
625,D'Angelo,0.00016444502550852958
626,Ride,0.0008339483326465643
627,Georgie Fame,0.0014591668099861875
628,Britney Spears,0.00010684129360603486
629,En Vogue,0.0003634862042300156
630,Sebadoh,0.002899321020918025
631,Johnny Winter,0.0002826293989002683
632,Elmer Bernstein,0.0006097937580957841
633,J.B. Lenoir,0.0023144876299674
634,Kool & the Gang,9.638609384877417e-05
635,Ralph Stanley,0.0057737863636194
636,Wham!,0.00016978194134145
637,Herman's Hermits,0.00019219006713805167
638,Keith Whitley,0.00014404996645119876
639,Coldplay,7.432421188154322e-05
640,"Blood, Sweat & Tears",0.0002054641788040375
641,Suzanne Vega,0.0005477602887668857
642,Roy Harper,0.001428004913836875
643,Mike Oldfield,0.00114147918668949
644,Spice Girls,0.00028530278733445
645,Sting,0.0001213054241594734
646,The Wailers,0.00015794129631445278
647,The Wailers,0.00015794129631445278
648,Gregory Isaacs,0.00021448014020072074
649,Dio,0.0001721642736691818
650,Mahavishnu Orchestra,0.0004723603448633833
651,The Troggs,0.0007080429038968062
652,Frankie Lymon,0.0007551230955961666
653,Clifford Brown,8.740981237382557e-05
654,Billy Bragg,0.0004157572305427889
655,Social Distortion,0.0001275151453619432
656,Philly Joe Jones,0.0018683111452590167
657,Burning Spear,0.0002661590912791976
658,Sly & Robbie,0.0007982567305240358
659,David Lee Roth,0.00027873144504271
660,Eurythmics,0.0003832691055765759
661,Elis Regina,0.0003074322108943361
662,Judy Collins,0.00020857866173416227
663,Reba McEntire,0.0001137143593978134
664,Charlie Rich,0.00022959740713681876
665,Del Shannon,0.00018998844456583964
666,James Cotton,0.00550045232923505
667,Brook Benton,0.0003656064922900833
668,808 State,0.002741026334083825
669,The Doobie Brothers,6.054349153712044e-05
670,Carl Smith,0.0036469601552473665
671,Shirley Collins,0.005464734725775
672,Beat Happening,0.001365522275950025
673,Stone Temple Pilots,0.00010917762400725299
674,Aswad,0.00109040347500664
675,Heart,9.162371092447478e-05
676,George Duke,0.0002868018320128132
677,Flamin' Groovies,0.0005444316621046401
678,New Kids on the Block,0.00019757053310253637
679,George Russell,0.0018081845417650332
680,Alanis Morissette,0.00013226682444281097
681,George Shearing,0.00015695817574571161
682,Roy Haynes,0.001199173487661789
683,Bette Midler,0.0001996564727788389
684,The Four Freshmen,0.0002072117412016577
685,Brian McKnight,0.000224282932637625
686,Johnny Paycheck,0.00015562688854800144
687,Helmet,0.0005649344928747895
688,Weather Report,0.000214203373558496
689,Lord Kitchener,0.001528962550965057
690,Eric Dolphy,0.0001745655880029
691,Violent Femmes,0.00015164832823649142
692,Big Black,0.000530745387223155
693,Big Black,0.000530745387223155
694,"Emerson, Lake & Palmer",0.00029463613385773054
695,Scorpions,6.786358058231859e-05
696,Billy Squier,0.0001888720786547107
697,Mick Jagger,0.0008794554393284584
698,James Burton,0.0052702189019482
699,Oasis,0.00012217906658839185
700,Oasis,0.00012217906658839185
701,Joe Jackson,0.00016656802469504128
702,Os Mutantes,0.0003497358712177566
703,Barbra Streisand,4.857427026928195e-05
704,The Judds,0.00023671238233842048
705,Dire Straits,8.251459150222619e-05
706,Tanya Tucker,0.0001550918745989194
707,Clint Black,0.00014222390736484656
708,Poco,0.00024711125875268334
709,DJ Shadow,0.00033444909564811937
710,Celtic Frost,0.0008610705192407666
711,Bread,6.288562098024451e-05
712,Gene Pitney,0.000515660344832365
713,Air,0.0003324108649058323
714,Lee Dorsey,0.0005724155519225888
715,Beth Orton,0.0051435178748414
716,Steve Earle,0.00018036445107457192
717,Crass,0.0003669939887196143
718,Labelle,0.0007322231578272715
719,Jack Kerouac,0.00025624798198360004
