,influencer_id,influencer_name,influencer_main_genre,influencer_active_start,follower_id,follower_name,follower_main_genre,follower_active_start,similarity
49,91650,Black Flag,Pop/Rock,1970,1098,Soundgarden,Pop/Rock,1980,0.9348883886508242
50,130932,Crazy Horse,Pop/Rock,1960,1098,Soundgarden,Pop/Rock,1980,0.8817561982667506
51,139026,Led Zeppelin,Pop/Rock,1960,1098,Soundgarden,Pop/Rock,1980,0.9576126599177441
52,182598,MC5,Pop/Rock,1960,1098,Soundgarden,Pop/Rock,1980,0.9350684972556856
53,187581,Funkadelic,R&B;,1960,1098,Soundgarden,Pop/Rock,1980,0.9450047890340381
54,200968,Gene Simmons,Pop/Rock,1960,1098,Soundgarden,Pop/Rock,1980,0.9076286691814016
55,349157,Melvins,Pop/Rock,1980,1098,Soundgarden,Pop/Rock,1980,0.981851869528896
56,354105,Jimi Hendrix,Pop/Rock,1960,1098,Soundgarden,Pop/Rock,1980,0.9583625486653554
57,379125,Neil Young,Pop/Rock,1960,1098,Soundgarden,Pop/Rock,1980,0.777226575201062
58,390390,Ohio Players,R&B;,1950,1098,Soundgarden,Pop/Rock,1980,0.8741008554953158
59,446509,Metallica,Pop/Rock,1980,1098,Soundgarden,Pop/Rock,1980,0.9814986204058562
60,485791,Wipers,Pop/Rock,1970,1098,Soundgarden,Pop/Rock,1980,0.901939946216955
61,490004,Ramones,Pop/Rock,1970,1098,Soundgarden,Pop/Rock,1980,0.9603869798060468
62,503913,Mountain,Pop/Rock,1960,1098,Soundgarden,Pop/Rock,1980,0.9507033494320482
63,562304,The Stooges,Pop/Rock,1960,1098,Soundgarden,Pop/Rock,1980,0.9950508016420376
64,574772,AC/DC,Pop/Rock,1970,1098,Soundgarden,Pop/Rock,1980,0.9902777281252394
65,604852,Aerosmith,Pop/Rock,1970,1098,Soundgarden,Pop/Rock,1980,0.9743609246394925
66,623985,Budgie,Pop/Rock,1960,1098,Soundgarden,Pop/Rock,1980,0.9666675222803515
67,754032,The Beatles,Pop/Rock,1960,1098,Soundgarden,Pop/Rock,1980,0.858037016369444
68,755156,Sonic Youth,Pop/Rock,1980,1098,Soundgarden,Pop/Rock,1980,0.9540340438275915
69,771438,Black Sabbath,Pop/Rock,1960,1098,Soundgarden,Pop/Rock,1980,0.9769669045270126
70,772567,Iron Butterfly,Pop/Rock,1960,1098,Soundgarden,Pop/Rock,1980,0.9071307783780838
71,840402,The Velvet Underground,Pop/Rock,1960,1098,Soundgarden,Pop/Rock,1980,0.8695252801056444
72,8828,Spice Girls,Pop/Rock,1990,1113,t.A.T.u.,Pop/Rock,2000,0.974166302285416
73,81403,Boney M.,Pop/Rock,1970,1113,t.A.T.u.,Pop/Rock,2000,0.932637210403607
74,546214,Gwen Stefani,Pop/Rock,1980,1113,t.A.T.u.,Pop/Rock,2000,0.9770224498347394
75,628467,Britney Spears,Pop/Rock,1990,1113,t.A.T.u.,Pop/Rock,2000,0.9612777831251754
76,13384,Tanya Tucker,Country,1970,1433,Pam Tillis,Country,1980,0.9475354550169166
77,19241,Patty Loveless,Country,1970,1433,Pam Tillis,Country,1980,0.9774195198607746
78,65397,Bobbie Gentry,Country,1960,1433,Pam Tillis,Country,1980,0.8603501941580507
79,86312,The Judds,Country,1980,1433,Pam Tillis,Country,1980,0.9314476588719578
80,99753,Connie Smith,Country,1960,1433,Pam Tillis,Country,1980,0.8879016863303133
81,136640,Tammy Wynette,Country,1960,1433,Pam Tillis,Country,1980,0.8346421102763575
82,175286,Dolly Parton,Country,1950,1433,Pam Tillis,Country,1980,0.9187990846274068
83,210512,Janie Fricke,Country,1970,1433,Pam Tillis,Country,1980,0.8569030323428994
84,234325,Loretta Lynn,Country,1960,1433,Pam Tillis,Country,1980,0.9053061850847035
85,409954,Ray Price,Country,1940,1433,Pam Tillis,Country,1980,0.8236908240128871
86,749175,Skeeter Davis,Country,1950,1433,Pam Tillis,Country,1980,0.7928976114304821
87,804289,Lynn Anderson,Country,1960,1433,Pam Tillis,Country,1980,0.9342472985304028
88,50493,Soulfly,Pop/Rock,1990,1498,All That Remains,Pop/Rock,1990,0.9809195646609513
89,96977,In Flames,Pop/Rock,1990,1498,All That Remains,Pop/Rock,1990,0.9028513068178321
90,97325,Biohazard,Pop/Rock,1980,1498,All That Remains,Pop/Rock,1990,0.863388654836228
91,219966,Vision of Disorder,Pop/Rock,1990,1498,All That Remains,Pop/Rock,1990,0.9806257533589126
92,561105,Hatebreed,Pop/Rock,1990,1498,All That Remains,Pop/Rock,1990,0.9872098929984492
93,607053,At the Gates,Pop/Rock,1990,1498,All That Remains,Pop/Rock,1990,0.6673559509287329
94,1528006,Olivier Messiaen,Classical,1930,1589,GyÃ¶rgy KurtÃ¡g,Classical,1960,0.8759265128260328
95,559405,Daddy Yankee,Latin,1990,1611,Speedy,Electronic,2000,0.9860885027159392
96,156886,Spyro Gyra,Jazz,1970,2252,Allan Holdsworth,Pop/Rock,1970,0.7954097799989908
97,112017,Jo Stafford,Vocal,1930,2273,Allan Sherman,Comedy/Spoken,1960,0.8547316456157397
98,203804,Victor Borge,Comedy/Spoken,1950,2273,Allan Sherman,Comedy/Spoken,1960,0.7390873381613842
99,588679,Theodore Bikel,Folk,1950,2273,Allan Sherman,Comedy/Spoken,1960,0.868759435915957
100,744548,Spike Jones,Comedy/Spoken,1930,2273,Allan Sherman,Comedy/Spoken,1960,0.9001977212385643
101,38936,Simon & Garfunkel,Pop/Rock,1950,2330,Sergio Mendes,Easy Listening,1960,0.9504329277615168
102,41874,The Beach Boys,Pop/Rock,1960,2330,Sergio Mendes,Easy Listening,1960,0.9590787375994761
103,249175,Les Baxter,Easy Listening,1940,2330,Sergio Mendes,Easy Listening,1960,0.8028774924966009
104,639397,Caetano Veloso,Latin,1960,2330,Sergio Mendes,Easy Listening,1960,0.9628014653418137
105,642542,Burt Bacharach,Pop/Rock,1950,2330,Sergio Mendes,Easy Listening,1960,0.9595198806798731
106,754032,The Beatles,Pop/Rock,1960,2330,Sergio Mendes,Easy Listening,1960,0.9392218653794047
107,765585,Baden Powell,Latin,1960,2330,Sergio Mendes,Easy Listening,1960,0.7336307428810568
108,781837,AntÃ´nio Carlos Jobim,Latin,1950,2330,Sergio Mendes,Easy Listening,1960,0.9553058680894769
109,785283,JoÃ£o Gilberto,International,1950,2330,Sergio Mendes,Easy Listening,1960,0.9090514145213237
110,792507,Frank Sinatra,Vocal,1930,2330,Sergio Mendes,Easy Listening,1960,0.8852773041076728
111,798543,EdÃº Lobo,Latin,1960,2330,Sergio Mendes,Easy Listening,1960,0.8471725170746753
112,183867,John Cage,Classical,1930,2411,Tangerine Dream,Electronic,1960,0.8550714264384379
113,346336,Pink Floyd,Pop/Rock,1960,2411,Tangerine Dream,Electronic,1960,0.7763874478728724
114,354105,Jimi Hendrix,Pop/Rock,1960,2411,Tangerine Dream,Electronic,1960,0.5367166643223608
115,423829,Miles Davis,Jazz,1940,2411,Tangerine Dream,Electronic,1960,0.7589285295560988
116,750519,Terry Riley,Avant-Garde,1960,2411,Tangerine Dream,Electronic,1960,0.9136891992783799
117,754032,The Beatles,Pop/Rock,1960,2411,Tangerine Dream,Electronic,1960,0.5097356953960752
118,840102,Jefferson Airplane,Pop/Rock,1960,2411,Tangerine Dream,Electronic,1960,0.5498088182806559
119,988440,Grateful Dead,Pop/Rock,1960,2411,Tangerine Dream,Electronic,1960,0.5896876972592963
120,133969,Joan Armatrading,Pop/Rock,1970,2578,Tanita Tikaram,Pop/Rock,1980,0.9703634852827822
121,7689,TLC,R&B;,1990,2750,Total,R&B;,1990,0.973230586427862
122,160690,En Vogue,R&B;,1990,2750,Total,R&B;,1990,0.9761012844260362
123,208774,Janet Jackson,R&B;,1970,2750,Total,R&B;,1990,0.9807516128398395
124,262255,Mariah Carey,R&B;,1980,2750,Total,R&B;,1990,0.922640429176108
125,319347,R. Kelly,R&B;,1990,2750,Total,R&B;,1990,0.9699985273431951
126,376204,Mary J. Blige,R&B;,1990,2750,Total,R&B;,1990,0.9883773327938139
127,802302,Chaka Khan,R&B;,1960,2750,Total,R&B;,1990,0.9719157208515132
128,820434,Whitney Houston,R&B;,1980,2750,Total,R&B;,1990,0.9191132459146032
129,112462,Cream,Pop/Rock,1960,2867,Pat Travers,Pop/Rock,1970,0.9139544024736077
130,139026,Led Zeppelin,Pop/Rock,1960,2867,Pat Travers,Pop/Rock,1970,0.908138005683309
131,176936,Elmore James,Blues,1930,2867,Pat Travers,Pop/Rock,1970,0.8923366587766952
132,187478,Eric Clapton,Pop/Rock,1960,2867,Pat Travers,Pop/Rock,1970,0.8482068950384287
133,192382,Deep Purple,Pop/Rock,1960,2867,Pat Travers,Pop/Rock,1970,0.9377724811250324
134,240865,Jeff Beck,Pop/Rock,1960,2867,Pat Travers,Pop/Rock,1970,0.8603283347453384
135,255371,Leslie West,Pop/Rock,1960,2867,Pat Travers,Pop/Rock,1970,0.9497904337822801
136,354105,Jimi Hendrix,Pop/Rock,1960,2867,Pat Travers,Pop/Rock,1970,0.9095194592850675
137,489303,The Yardbirds,Pop/Rock,1960,2867,Pat Travers,Pop/Rock,1970,0.9217952393159498
138,824599,Little Walter,Blues,1940,2867,Pat Travers,Pop/Rock,1970,0.7134758652670703
139,831381,Robin Trower,Pop/Rock,1960,2867,Pat Travers,Pop/Rock,1970,0.9165947951277895
140,894465,The Rolling Stones,Pop/Rock,1960,2867,Pat Travers,Pop/Rock,1970,0.8962239295673678
141,18977,Barry Manilow,Pop/Rock,1970,3170,Pablo Cruise,Pop/Rock,1970,0.7866307312450628
142,19297,America,Pop/Rock,1970,3170,Pablo Cruise,Pop/Rock,1970,0.8627082763390247
143,297894,Poco,Pop/Rock,1960,3170,Pablo Cruise,Pop/Rock,1970,0.9790629713260957
144,517607,Brand New,Pop/Rock,2000,3226,Alexisonfire,Pop/Rock,2000,0.9302694686356264
145,583618,Sunny Day Real Estate,Pop/Rock,1990,3226,Alexisonfire,Pop/Rock,2000,0.9640589860146505
146,626463,Stone Temple Pilots,Pop/Rock,1990,3226,Alexisonfire,Pop/Rock,2000,0.9581777663038463
147,859509,Quicksand,Pop/Rock,1990,3226,Alexisonfire,Pop/Rock,2000,0.9052601566314387
148,101895,Joe,R&B;,1990,3426,Tank,R&B;,2000,0.9041674007673144
149,319347,R. Kelly,R&B;,1990,3426,Tank,R&B;,2000,0.9093620346782841
150,239859,Leonard Bernstein,Classical,1940,3595,Andrew Lloyd Webber,Stage & Screen,1960,0.8415592729828956
151,304458,Jule Styne,Stage & Screen,1930,3595,Andrew Lloyd Webber,Stage & Screen,1960,0.9721365616899469
152,649950,George Martin,Pop/Rock,1950,3595,Andrew Lloyd Webber,Stage & Screen,1960,0.9361315536928578
153,691807,Stephen Sondheim,Stage & Screen,1950,3595,Andrew Lloyd Webber,Stage & Screen,1960,0.9923881201386088
154,754032,The Beatles,Pop/Rock,1960,3595,Andrew Lloyd Webber,Stage & Screen,1960,0.8334368599288764
155,178014,U-Roy,Reggae,1960,3627,Pato Banton,Reggae,1980,0.9475257433042169
156,246768,Derrick Morgan,Reggae,1950,3627,Pato Banton,Reggae,1980,0.8865012076797042
157,295276,Jimmy Cliff,Reggae,1960,3627,Pato Banton,Reggae,1980,0.9479436368919892
158,603590,Aswad,Reggae,1970,3627,Pato Banton,Reggae,1980,0.8574989850200914
159,745584,Steel Pulse,Reggae,1970,3627,Pato Banton,Reggae,1980,0.959749445943647
160,790988,Toots & the Maytals,Reggae,1960,3627,Pato Banton,Reggae,1980,0.8728887977334443
161,819344,Desmond Dekker,Reggae,1960,3627,Pato Banton,Reggae,1980,0.8729815625059087
162,855773,Prince Jazzbo,Reggae,1970,3627,Pato Banton,Reggae,1980,0.775797700848497
163,131627,Creedence Clearwater Revival,Pop/Rock,1960,3669,Southern Culture on the Skids,Pop/Rock,1980,0.9872150870716454
164,137580,The Cramps,Pop/Rock,1970,3669,Southern Culture on the Skids,Pop/Rock,1980,0.9311470133017343
165,170369,Lynyrd Skynyrd,Pop/Rock,1960,3669,Southern Culture on the Skids,Pop/Rock,1980,0.9642651157631489
166,207735,Charlie Feathers,Pop/Rock,1950,3669,Southern Culture on the Skids,Pop/Rock,1980,0.9755603164518336
167,240311,Link Wray,Pop/Rock,1950,3669,Southern Culture on the Skids,Pop/Rock,1980,0.8731343484276892
168,289177,Sam the Sham & the Pharaohs,Pop/Rock,1960,3669,Southern Culture on the Skids,Pop/Rock,1980,0.7560945125466008
169,309458,Screamin' Jay Hawkins,R&B;,1950,3669,Southern Culture on the Skids,Pop/Rock,1980,0.7680980070178336
170,332141,Jerry Lee Lewis,Pop/Rock,1950,3669,Southern Culture on the Skids,Pop/Rock,1980,0.861209130649401
171,519637,Brian Setzer,Pop/Rock,1980,3669,Southern Culture on the Skids,Pop/Rock,1980,0.9446683016744986
172,578028,Mojo Nixon,Pop/Rock,1980,3669,Southern Culture on the Skids,Pop/Rock,1980,0.9029918887255017
173,584923,Dave Edmunds,Pop/Rock,1960,3669,Southern Culture on the Skids,Pop/Rock,1980,0.9789679945375034
174,690254,ZZ Top,Pop/Rock,1970,3669,Southern Culture on the Skids,Pop/Rock,1980,0.9796917795452542
175,744265,Tony Joe White,Pop/Rock,1960,3669,Southern Culture on the Skids,Pop/Rock,1980,0.8787116557730902
176,767068,Keith Richards,Pop/Rock,1960,3669,Southern Culture on the Skids,Pop/Rock,1980,0.9133457521797969
177,816890,Johnny Cash,Country,1950,3669,Southern Culture on the Skids,Pop/Rock,1980,0.7826578357146184
178,921965,The Ventures,Pop/Rock,1950,3669,Southern Culture on the Skids,Pop/Rock,1980,0.7659997086197852
179,923384,Molly Hatchet,Pop/Rock,1970,3669,Southern Culture on the Skids,Pop/Rock,1980,0.9743289869668356
180,532957,Cab Calloway,Jazz,1930,3829,T-Bone Walker,Blues,1930,0.9381800200676836
181,805930,Charlie Christian,Jazz,1930,3829,T-Bone Walker,Blues,1930,0.9319024531844461
182,178014,U-Roy,Reggae,1960,4358,Tony Rebel,Reggae,1990,0.9659508364212116
183,91650,Black Flag,Pop/Rock,1970,4451,T.S.O.L.,Pop/Rock,1980,0.9318673150554755
184,123007,The Dickies,Pop/Rock,1970,4451,T.S.O.L.,Pop/Rock,1980,0.9715844711382727
185,490141,The Weirdos,Pop/Rock,1970,4451,T.S.O.L.,Pop/Rock,1980,0.9740696871909281
186,42234,Steven Halpern,New Age,1970,4458,Parijat,New Age,2000,0.9085412239171704
187,536122,George Duke,Jazz,1960,4553,T-Connection,R&B;,1970,0.9673408560668034
188,31380,Paula Abdul,Pop/Rock,1980,4852,Selena,Latin,1980,0.9730879641600476
189,122754,Cyndi Lauper,Pop/Rock,1970,4852,Selena,Latin,1980,0.9924799636338223
190,145443,Fito Olivares,Latin,1990,4852,Selena,Latin,1980,0.9862849005104262
191,208774,Janet Jackson,R&B;,1970,4852,Selena,Latin,1980,0.974142028797837
192,237205,Madonna,Pop/Rock,1980,4852,Selena,Latin,1980,0.9821538661583121
193,492331,Pretenders,Pop/Rock,1970,4852,Selena,Latin,1980,0.9730698016690453
194,661524,Donna Summer,R&B;,1970,4852,Selena,Latin,1980,0.9715318646378992
195,664817,Gloria Estefan,Pop/Rock,1970,4852,Selena,Latin,1980,0.9869531082478992
196,806336,Los Tigres del Norte,Latin,1970,4852,Selena,Latin,1980,0.9731540525322905
197,100160,The Kinks,Pop/Rock,1960,4955,Space,Pop/Rock,1990,0.963288197395398
198,577627,The Who,Pop/Rock,1960,4955,Space,Pop/Rock,1990,0.9439052774996466
199,1190,Syreeta,R&B;,1960,5307,Alicia Keys,R&B;,1990,0.959898485941858
200,7689,TLC,R&B;,1990,5307,Alicia Keys,R&B;,1990,0.9276390532566287
201,74195,Natalie Cole,R&B;,1950,5307,Alicia Keys,R&B;,1990,0.938662059357407
202,101946,Isaac Hayes,R&B;,1960,5307,Alicia Keys,R&B;,1990,0.9265775055333211
203,134600,D'Angelo,R&B;,1990,5307,Alicia Keys,R&B;,1990,0.9507147035630804
204,164053,Faith Evans,R&B;,1990,5307,Alicia Keys,R&B;,1990,0.9648219113373565
205,165011,Dionne Warwick,R&B;,1960,5307,Alicia Keys,R&B;,1990,0.9424821455357599
206,170770,Erykah Badu,R&B;,1990,5307,Alicia Keys,R&B;,1990,0.9572361540873381
207,208774,Janet Jackson,R&B;,1970,5307,Alicia Keys,R&B;,1990,0.9629937992438383
208,279337,Sade,R&B;,1980,5307,Alicia Keys,R&B;,1990,0.9605734949968244
209,290072,Roberta Flack,R&B;,1960,5307,Alicia Keys,R&B;,1990,0.8565328675681445
210,316834,Marvin Gaye,R&B;,1950,5307,Alicia Keys,R&B;,1990,0.961119005599022
211,361393,Prince,R&B;,1970,5307,Alicia Keys,R&B;,1990,0.9438826092983886
212,376204,Mary J. Blige,R&B;,1990,5307,Alicia Keys,R&B;,1990,0.967784940644362
213,411761,Nina Simone,Vocal,1950,5307,Alicia Keys,R&B;,1990,0.8604058080089377
214,568861,The Sweet Inspirations,R&B;,1950,5307,Alicia Keys,R&B;,1990,0.9129312083513386
215,614823,Brenda Russell,R&B;,1970,5307,Alicia Keys,R&B;,1990,0.946858459936812
216,622805,Stevie Wonder,R&B;,1960,5307,Alicia Keys,R&B;,1990,0.9720247245659381
217,866491,Maxwell,R&B;,1990,5307,Alicia Keys,R&B;,1990,0.9867118465289827
218,887806,Oleta Adams,Pop/Rock,1980,5307,Alicia Keys,R&B;,1990,0.9874076119872937
219,927555,Aretha Franklin,R&B;,1950,5307,Alicia Keys,R&B;,1990,0.9464966084733641
220,933172,Allen Toussaint,R&B;,1950,5307,Alicia Keys,R&B;,1990,0.9452569106459109
221,22124,Slayer,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980,0.9765190743500326
222,84209,Kiss,Pop/Rock,1970,5441,Pantera,Pop/Rock,1980,0.9603196653430668
223,91650,Black Flag,Pop/Rock,1970,5441,Pantera,Pop/Rock,1980,0.9420178883481877
224,98465,Iron Maiden,Pop/Rock,1970,5441,Pantera,Pop/Rock,1980,0.9900707455652349
225,105422,Corrosion of Conformity,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980,0.9777386612526876
226,163386,Exhorder,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980,0.9516391825265043
227,192382,Deep Purple,Pop/Rock,1960,5441,Pantera,Pop/Rock,1980,0.9511036702587844
228,246611,Judas Priest,Pop/Rock,1960,5441,Pantera,Pop/Rock,1980,0.9827014676584355
229,260206,Van Halen,Pop/Rock,1970,5441,Pantera,Pop/Rock,1980,0.9689923740008662
230,287259,Saint Vitus,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980,0.6430083657162924
231,315403,Venom,Pop/Rock,1970,5441,Pantera,Pop/Rock,1980,0.9813162980072703
232,371258,Napalm Death,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980,0.8165674267317817
233,386253,Negative Approach,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980,0.9514776478460827
234,406294,Megadeth,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980,0.9912977922076568
235,424244,Ozzy Osbourne,Pop/Rock,1960,5441,Pantera,Pop/Rock,1980,0.9785271027633357
236,446509,Metallica,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980,0.9897465045761707
237,490952,Anthrax,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980,0.9901764378013386
238,501407,MotÃ¶rhead,Pop/Rock,1970,5441,Pantera,Pop/Rock,1980,0.987771462079071
239,561715,Godflesh,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980,0.7790548956470956
240,579839,Suicidal Tendencies,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980,0.9749146529099817
241,588450,Annihilator,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980,0.9629574761392486
242,604852,Aerosmith,Pop/Rock,1970,5441,Pantera,Pop/Rock,1980,0.9660996915251374
243,673208,Manowar,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980,0.9904359800434632
244,749970,Ted Nugent,Pop/Rock,1950,5441,Pantera,Pop/Rock,1980,0.961662304840602
245,751910,Testament,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980,0.9920577153381518
246,771438,Black Sabbath,Pop/Rock,1960,5441,Pantera,Pop/Rock,1980,0.9626446724524577
247,925852,Anvil,Pop/Rock,1970,5441,Pantera,Pop/Rock,1980,0.9459368973665464
248,957085,Danzig,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980,0.9603757147169908
249,1098,Soundgarden,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990,0.9914456086034746
250,22124,Slayer,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990,0.9560992205803083
251,134729,Faith No More,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990,0.9872514965203252
252,223627,John Frusciante,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990,0.8335982230331938
253,260206,Van Halen,Pop/Rock,1970,5501,System of a Down,Pop/Rock,1990,0.9834641021241053
254,280956,Rollins Band,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990,0.9497355154210614
255,351733,Nine Inch Nails,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990,0.920282076964122
256,357406,Nirvana,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990,0.9892137447994973
257,388198,Neurosis,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990,0.6895114204368467
258,424244,Ozzy Osbourne,Pop/Rock,1960,5501,System of a Down,Pop/Rock,1990,0.9912588053904853
259,446509,Metallica,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990,0.9760808995256719
260,506513,Mr. Bungle,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990,0.9562859990629927
261,572737,Helmet,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990,0.9885575775325761
262,579839,Suicidal Tendencies,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990,0.9833064243338302
263,741746,Sepultura,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990,0.9683265126764024
264,754032,The Beatles,Pop/Rock,1960,5501,System of a Down,Pop/Rock,1990,0.8775693041921101
265,771438,Black Sabbath,Pop/Rock,1960,5501,System of a Down,Pop/Rock,1990,0.97057110094241
266,790820,Tool,Pop/Rock,1990,5501,System of a Down,Pop/Rock,1990,0.8223009924360075
267,806829,Jane's Addiction,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990,0.9792759411997883
268,825251,Marilyn Manson,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990,0.9873817006108395
