,influencer_name,similarity
3708,Woody Guthrie,68.2072634090457
967,Ella Fitzgerald,67.69629892508696
298,Big Star,67.14949539002103
2289,New Order,66.63815116607009
2491,Pixies,66.58826375467756
3010,T. Rex,66.09661732027634
45,Aerosmith,65.0924431247829
1382,Iron Maiden,64.89051043435703
3175,The Doors,64.5081411805207
454,Bruce Springsteen,64.50528235398255
1087,Frank Sinatra,64.09853846578757
2836,Slayer,63.851421624879706
84,Alice Cooper,63.81883873623449
2851,Sly & the Family Stone,63.809992351723366
1240,Green Day,63.021261170833
3021,Talking Heads,62.7392014392518
2872,Sonic Youth,62.27245585773019
24,AC/DC,61.70734933163652
3694,Willie Nelson,59.71902829344893
360,Bo Diddley,59.33194161243821
1993,MC5,59.13872424713012
350,Blondie,58.43027024054867
2261,Nat King Cole,58.248166594779285
3618,Van Morrison,58.21094852005013
1088,Frank Zappa,57.1156820976108
1448,Janet Jackson,57.08089309415518
2291,New York Dolls,56.43116916826278
859,Dizzy Gillespie,56.12277877166306
3358,The Replacements,54.94798249048468
1238,Grateful Dead,54.607731716121734
1597,John Lee Hooker,53.85142433522537
309,Bill Monroe,53.683793322955744
975,Elvis Costello,53.381254515216455
578,Cheap Trick,53.2791856708472
3701,Wire,53.268468608321285
3423,The Temptations,52.709591712283896
1867,Leonard Cohen,52.479254688232174
1956,Lou Reed,52.08403777067589
1413,Jackie Wilson,51.60928644192391
2227,MotÃ¶rhead,51.33479807453161
480,Burt Bacharach,51.152321578124166
3617,Van Halen,51.09042774693641
528,Carole King,50.07924514064151
835,Diana Ross,49.65024639698389
1004,Ernest Tubb,49.39792226694518
3472,The Zombies,49.109548519446015
1491,Jerry Lee Lewis,49.09566451587258
206,B.B. King,48.74390110934387
3336,The Police,48.5555845602948
1439,James Taylor,48.461271557772264
1233,Gram Parsons,48.13108030819681
2551,Radiohead,47.958753512967824
3189,The Everly Brothers,47.897921620571864
3065,The Allman Brothers Band,47.87388787639586
1531,Jimmy Reed,47.82958008923685
2297,Nick Drake,47.82684436042488
971,Elmore James,47.52514538265285
1041,Fats Domino,47.191387046598585
517,Carl Perkins,47.165108474739185
2694,Roy Acuff,47.11181833677553
1362,Iggy Pop,46.93028450497618
3660,Waylon Jennings,46.78906461164259
253,Bee Gees,46.21574438437507
1958,Louis Jordan,46.147329517333496
1877,Lester Young,45.89358256013126
503,Can,45.886580464589485
1351,HÃ¼sker DÃ¼,45.311119045855754
3038,Television,45.24635021664018
865,Dolly Parton,45.18264866168588
823,Depeche Mode,44.982545032513656
1175,George Strait,44.94035104107795
2309,Nina Simone,44.91537877074965
2414,Paul Simon,44.86441746681978
2180,Minor Threat,44.75756960150621
2382,Parliament,44.626696598163605
3476,Thelonious Monk,44.29729724252769
3179,The Drifters,44.172469547816036
3241,The Isley Brothers,43.82824282953062
3008,T-Bone Walker,43.41771194393024
1063,Fleetwood Mac,43.15198110287242
3157,The Damned,42.95525125425818
3229,The Hollies,42.75333888239947
1845,"Lee ""Scratch"" Perry",42.70387763080819
1937,Loretta Lynn,42.676286252373174
1142,Gary Numan,42.55426545260895
2703,Roy Orbison,42.53254506550635
2813,Simon & Garfunkel,42.23312232047666
85,Alice in Chains,42.21604736653737
2392,Patsy Cline,42.03532049397771
3678,Whitney Houston,42.03280241178973
2397,Patti Smith,41.901654728364896
998,Eric Clapton,41.723873631788905
1123,Funkadelic,41.24678978050472
2453,Pete Seeger,41.013799730563505
1766,King Crimson,40.774682975536344
1469,Jeff Beck,40.75736327766665
2888,Soundgarden,40.53913260638235
2242,My Bloody Valentine,40.366608991779344
2460,Peter Gabriel,40.34770515479615
2429,Pearl Jam,39.89629432867428
915,Eagles,39.89283905565311
3244,The Jam,39.79558002149324
459,Buck Owens,39.779897741832556
2041,Mariah Carey,39.551417412447336
930,Eddie Cochran,39.51121583952116
3732,Yes,39.45435606152422
2744,Sarah Vaughan,39.050363513694116
847,Dinah Washington,39.018921385596066
3532,Tom Waits,38.91985730561429
1119,Fugazi,38.273478002231194
3667,Weezer,38.255088727283976
334,BjÃ¶rk,38.143197141282464
1133,Gang of Four,37.92250650759957
2591,Red Hot Chili Peppers,37.77888040049194
375,Bob Wills,37.66457481922017
2346,Ornette Coleman,37.559937295810826
1599,John Lennon,37.45877664710215
3070,The Animals,37.43966151439067
1447,Jane's Addiction,37.308073482079074
3482,Thin Lizzy,37.22053743379055
3525,Tom Petty,36.89757965583005
983,Emmylou Harris,36.753334962994415
924,Echo & the Bunnymen,36.75089872519687
2543,R. Kelly,36.54391330177965
1985,Lynyrd Skynyrd,36.49034619383122
465,Buddy Guy,36.169404487110484
1979,Luther Vandross,36.04838407456879
3698,Wilson Pickett,35.85881019620157
1033,Faith No More,35.66458238603432
3012,TLC,35.61206957257424
2819,Siouxsie and the Banshees,35.42192774641365
2975,Suicide,35.40623242137287
1137,Garth Brooks,35.393961240502904
1792,Korn,35.383335907011585
549,Chaka Khan,35.222233806571154
2376,Pantera,35.165612784592504
3754,blink-182,34.93089097135488
3203,The Flying Burrito Brothers,34.707390369624406
1103,Fred Neil,34.67252788082185
3117,The Cars,34.439580111848365
586,Chic,34.39380140345736
461,Bud Powell,34.21071505936696
648,Cocteau Twins,34.04084580025214
1162,Genesis,33.921223884084306
826,Descendents,33.91106670133423
470,Buffalo Springfield,33.78750870703255
885,Donovan,33.73117694531663
220,Bad Religion,33.71699079638738
1202,Gladys Knight,33.666876075815075
1158,Gene Vincent,33.59708167219264
693,Creedence Clearwater Revival,33.596576406977775
1522,Jimmy Cliff,33.52714357427048
2466,Peter Tosh,33.497201830314324
1854,Lefty Frizzell,33.43861628979104
3034,Teddy Pendergrass,33.396667297179
217,Bad Brains,33.34863788223507
1013,Etta James,33.32513708726487
2569,Randy Travis,33.2474576360057
2074,Mary J. Blige,33.08753433926473
920,"Earth, Wind & Fire",32.99068743121256
1451,Janis Joplin,32.42949873382276
69,Albert King,32.39563395331064
584,Chet Atkins,32.35447837991907
1384,Isaac Hayes,32.18532110828792
1414,Jackson Browne,32.1337858640664
1075,Foo Fighters,32.00223412488075
792,Dead Kennedys,31.999001001368576
1541,Joan Baez,31.966551941154346
880,Donna Summer,31.929269096795906
3294,The Mills Brothers,31.785921583194824
3332,The Platters,31.679071722478493
2696,Roy Brown,31.6461284390294
2516,Pretenders,31.62445239165746
3721,XTC,31.602985354611132
305,Bill Evans,31.552438432626317
169,Art Blakey,31.479168371930484
848,Dinosaur Jr.,31.16900497629882
2310,Nine Inch Nails,31.078999733682796
2979,Sunny Day Real Estate,31.0566944535755
3417,The Supremes,31.04662375873942
809,Deftones,30.82628268977685
1721,Kate Bush,30.764169091436568
3249,The Jesus and Mary Chain,30.57087840677593
310,Bill Withers,30.477135969576224
1785,Kitty Wells,30.469669533576013
2711,Rush,30.415361312335076
1884,Lightnin' Hopkins,30.41196100443339
3690,Willie Dixon,30.301956877910833
3243,The Jackson 5,30.15791883802743
3553,Toots & the Maytals,30.10680808248297
563,Charlie Christian,30.074053816509775
3760,Ã‰dith Piaf,30.045669702780874
62,Alabama,29.884337412955826
1960,Love,29.825651733106596
1186,Gil Evans,29.687735574740795
853,Dionne Warwick,29.681718671526724
908,Dusty Springfield,29.6751660022592
1061,Flatt & Scruggs,29.625388185461844
697,"Crosby, Stills & Nash",29.619783662006984
1112,Free,29.613181208692183
218,Bad Company,29.60148600117953
2567,Randy Newman,29.530561961708024
2651,Roberta Flack,29.49062297856453
1254,Guns N' Roses,29.34806215417495
2424,Pavement,29.296878951570026
1028,Faces,29.263777802325226
1322,Horace Silver,29.130674518005698
1836,Laura Nyro,29.064072465872243
1524,Jimmy Eat World,28.979750158589106
2739,Santana,28.91970704310403
153,AntÃ´nio Carlos Jobim,28.919267855127345
3719,X,28.8372243571233
379,Bobby Brown,28.67173335932206
3601,Ultravox,28.610777987986168
3193,The Fall,28.605643835700654
238,Barry White,28.573597842314882
3024,Tammy Wynette,28.49597562378295
2179,Minnie Riperton,28.441780573796905
2852,Small Faces,28.363295710314112
2553,Rage Against the Machine,28.21057025884568
2832,Slade,28.20185371491982
443,Britney Spears,28.156861130852082
2226,Mott the Hoople,28.152802096814295
651,Coldplay,28.1428059867029
148,Anthrax,28.14177235664903
2248,NOFX,28.135989095840813
3628,Venom,28.081568253521716
1890,Linda Ronstadt,27.81472719394896
315,Billy Eckstine,27.7736261526763
668,Conway Twitty,27.647864773113078
3303,The Moody Blues,27.58879440891273
2079,Massive Attack,27.584412160416043
883,Donny Hathaway,27.562024311382682
2662,Rod Stewart,27.548737437270027
3612,Usher,27.498634006249308
3235,The Impressions,27.453896906763163
2542,Quincy Jones,27.357847994051927
1234,Grand Funk Railroad,27.298257519624297
2584,Ray Price,27.251560010557377
808,Def Leppard,27.112881875388446
3641,Vince Gill,27.111876365125568
3200,The Flaming Lips,27.051885202086982
513,Captain Beefheart,27.046865957901474
2409,Paul McCartney,26.955820491315563
2435,Peggy Lee,26.925132454187914
1272,"Hank Williams, Jr.",26.894739668182112
403,Bonnie Raitt,26.876793833428184
3399,The Specials,26.80906152559782
907,Duran Duran,26.601802718792225
2562,Ramblin' Jack Elliott,26.585889322991182
2246,MÃ¶tley CrÃ¼e,26.437072896205745
3518,Todd Rundgren,26.331046233525004
1030,Fairport Convention,26.272244311282215
3545,Tony Bennett,26.240381425118333
27,Aaliyah,26.173268600641627
2329,Ohio Players,26.060641590665785
63,Alan Jackson,26.042038598014425
3275,The Louvin Brothers,25.983783023375583
3233,The Human League,25.931528253559506
3382,The Shangri-Las,25.87344262912948
2978,Sun Ra,25.80185125571684
3291,The Meters,25.773132677736687
1310,Herbie Hancock,25.69584637116905
1546,Jodeci,25.616412225162698
2364,Ozzy Osbourne,25.605608589363694
2186,Misfits,25.580827041550542
969,Elliott Smith,25.542242551817687
2720,Sade,25.52958317516745
3407,The Stone Roses,25.513908730104223
3403,The Stanley Brothers,25.46078537309541
3387,The Skatalites,25.441789139414638
2530,Public Image Ltd.,25.41259364938593
3504,Tina Turner,25.398174448249538
2878,Sonny Rollins,25.388817856609933
3370,The Ronettes,25.29713535734335
222,Badfinger,25.185651717925403
252,Beck,24.9962498927238
1459,Jawbreaker,24.966974159335937
411,Boston,24.83680957032063
22,ABBA,24.8298986665012
2908,Squeeze,24.776391054640396
417,Boyz II Men,24.73783334281962
2394,Patti LaBelle,24.73683995619318
3499,Tim Hardin,24.693368654033932
3561,Townes Van Zandt,24.609211416063243
1197,Giorgio Moroder,24.522550298601644
1738,Keith Sweat,24.395238250290245
2008,Madness,24.39255861190105
2116,Melvins,24.349486921422752
2177,Ministry,24.300314672556578
485,Cab Calloway,24.299738950882166
354,Blue Cheer,24.297642064586388
960,Electric Light Orchestra,24.26604515444133
2088,Max Roach,24.160931146586577
715,D'Angelo,24.038691788071016
2280,Neu!,23.924599047919937
1795,Kris Kristofferson,23.857668879392985
2867,Solomon Burke,23.789279030073835
2511,Portishead,23.745202095045073
2445,Pere Ubu,23.68027310014981
2853,Smashing Pumpkins,23.44827105018667
2449,Pet Shop Boys,23.430044538793894
2725,Sam & Dave,23.429547147115294
214,Babyface,23.370319584579455
1021,Ewan MacColl,23.193503733852715
2325,Odetta,23.07197870969191
1277,Happy Mondays,23.038076143801113
3315,The O'Jays,23.011433214078007
3025,Tangerine Dream,22.898234001926912
723,Daft Punk,22.83964265827844
2283,New Edition,22.833860642118864
2105,Megadeth,22.802414732124348
2926,Steppenwolf,22.766027692127526
1602,John Mayall,22.74343302878304
3378,The Seeds,22.670491977904177
2922,Steely Dan,22.66429273896362
1474,Jefferson Airplane,22.658935801124542
2959,Stone Temple Pilots,22.60616641329686
509,Cannonball Adderley,22.593552589907475
2356,Otis Rush,22.56001673367557
2757,Scott Walker,22.558688849845925
1419,Jacques Brel,22.520600298631145
1907,Little Feat,22.50933232668386
3592,U-Roy,22.50285493872085
785,Davy Graham,22.43800690555308
1676,JoÃ£o Gilberto,22.36824906281084
2323,Oasis,22.357578001944482
1609,John Prine,22.33391178499594
1483,Jerry Butler,22.322365323082153
639,Clint Black,22.30637396126664
3297,The Modern Lovers,22.275467400491678
3480,They Might Be Giants,22.20627022040941
3498,Tim Buckley,22.096123865869632
393,Bobby Womack,22.05052658045183
3744,ZZ Top,22.050401010008112
796,Dean Martin,21.997121673845186
273,Bert Jansch,21.966351193537378
2974,Suicidal Tendencies,21.940156283858016
607,Christina Aguilera,21.936906896708177
2809,Silver Apples,21.93255554641032
1578,John Cage,21.88270144863128
3033,Ted Nugent,21.807442587686097
557,Charles Mingus,21.77287622045161
3500,Tim McGraw,21.748806960118973
3568,Traffic,21.725851358891205
1761,Killing Joke,21.68772536734375
2222,Morrissey,21.687321032013493
2353,Oscar Peterson,21.675249732535576
745,Daryl Hall & John Oates,21.581843215621
626,Circle Jerks,21.416906567606592
2897,Spice Girls,21.385784987426316
1205,Glen Campbell,21.331972601993783
3715,Wynonie Harris,21.26567774208624
692,Creed,21.246884575929425
985,En Vogue,21.225451092773536
2766,Sebadoh,21.19767846136073
1171,George Michael,21.193801055410567
1056,Fishbone,21.183189063084452
3307,The Move,21.135985720276132
1470,Jeff Buckley,21.121255966237587
321,Billy Joel,21.116396848979342
424,Brandy,21.09440641767391
1774,King Tubby,21.051602295858498
3524,Tom Paxton,21.04033139537588
66,Alanis Morissette,20.976702965788675
372,Bob Seger,20.955923085877913
2958,Sting,20.932132901602138
2843,Slim Harpo,20.88073751788474
1672,Journey,20.836197086887864
3552,Tool,20.814673696417596
3623,Vanilla Fudge,20.804602726064992
3049,Terry Riley,20.799821102537205
357,Blue Ã–yster Cult,20.773174721164484
98,Allen Toussaint,20.766498969362353
1704,Justin Timberlake,20.732588431546976
2188,Mission of Burma,20.679299156567403
2343,Orchestral Manoeuvres in the Dark,20.631219128679685
3670,Wes Montgomery,20.574412567950585
2709,Rufus Thomas,20.55230011140736
2911,Stan Kenton,20.49303466061398
1055,Fiona Apple,20.456368964476802
1856,Lena Horne,20.44214064029002
427,Brenda Lee,20.407315772122693
3138,The Coasters,20.351922609351153
1381,Iron Butterfly,20.32241536690044
2339,Operation Ivy,20.277485664500738
3555,Tori Amos,20.275963577588
2990,Suzanne Vega,20.265019277943924
2770,Sepultura,20.162863905434666
863,Doc Watson,20.153485714548882
1305,Helmet,20.134654956660196
2996,Sweet,20.12462361294398
3276,The Lovin' Spoonful,20.1024253078422
2286,New Kids on the Block,20.088848531476664
2714,Ruth Brown,20.082656240111255
2368,PJ Harvey,19.98654238070361
827,Desmond Dekker,19.960721546023056
989,Ennio Morricone,19.880023765828245
2783,Sham 69,19.869545304095656
136,Anita Baker,19.770401358957468
3380,The Shadows,19.738919932047217
1893,Link Wray,19.685857680824235
3260,The Kingston Trio,19.64765380111668
1047,Fela Kuti,19.63613433196298
2469,Petula Clark,19.569118685073374
478,Burl Ives,19.55605633471369
377,"Bobby ""Blue"" Bland",19.546058183445243
12,808 State,19.332954473740756
3508,Tito Puente,19.309783803304615
2894,Sparks,19.30694995309917
3211,The Fugs,19.282552464768358
546,Celia Cruz,19.280815094028622
3084,The Beau Brummels,19.248858986329214
2443,Percy Mayfield,19.23579973561911
1252,Guided by Voices,19.233931741827647
2957,Stiff Little Fingers,19.223052490046296
3020,Talk Talk,19.146059880603985
1348,Humble Pie,18.979213990032882
2066,Marty Robbins,18.966118544746383
486,Cabaret Voltaire,18.865291327304533
3384,The Shirelles,18.855338235024803
2271,Neil Diamond,18.84711623803083
2965,Styx,18.787313858813377
3147,The Cramps,18.780440871515687
382,Bobby Darin,18.769606072295783
703,Crystal Gayle,18.765040702638796
187,Astrud Gilberto,18.762078811774234
359,Blur,18.698260090554115
762,Dave Van Ronk,18.690992273110876
1293,Hawkwind,18.629826948797117
258,Ben E. King,18.624875462036485
2868,Son House,18.598558540930256
2933,Steve Earle,18.596899878522972
2784,Shania Twain,18.587704407939142
1741,Keith Whitley,18.583047228043704
1109,Freddie Mercury,18.578176803376575
2475,Phil Ochs,18.576831548750416
2302,Nico,18.575138923438246
243,Bauhaus,18.561675557831016
2587,Reba McEntire,18.52028318324182
3299,The Monkees,18.51087264145633
2772,Serge Gainsbourg,18.471002883058727
1245,Gregory Isaacs,18.42853266531089
1007,Erroll Garner,18.427634203480196
2754,Scorpions,18.419280106142264
2077,Mary Wells,18.413136806347367
1635,Johnny Mathis,18.397681241867133
1752,Kenny Rogers,18.31682680196537
2862,Social Distortion,18.294769485819536
1594,John Holt,18.285191937940215
3341,The Pretty Things,18.25801100429947
3267,The Left Banke,18.255886484467595
3401,The Spinners,18.19070976240533
677,Counting Crows,18.168935276377297
3665,Webb Pierce,18.163147003058047
2649,Robert Plant,18.11822600931304
3058,The 13th Floor Elevators,18.114410487514707
2954,Stevie Nicks,18.019181538176127
858,Dixie Chicks,18.01773289897851
155,Aphex Twin,18.014632345128774
1256,Guy,17.990844764452657
2866,Soft Machine,17.990554164892693
3036,Teena Marie,17.978702975666696
1363,Ike & Tina Turner,17.97457566564139
2944,Steve Reich,17.943627820282156
3237,The Ink Spots,17.90580061451654
3372,The Runaways,17.896620286943943
2556,Rainbow,17.871435195525596
3603,Uncle Tupelo,17.868698185519595
1009,Erykah Badu,17.86322156739576
3236,The Incredible String Band,17.858652465675114
3652,Wanda Jackson,17.847636601616692
434,Brian McKnight,17.836876587613496
1295,Heart,17.754501257784195
1268,Hank Snow,17.685179002483633
1164,George Benson,17.681874147496053
3201,The Flamingos,17.658553484610398
3028,Tanya Tucker,17.6169760297948
1015,Eurythmics,17.594910279267168
585,Chet Baker,17.582377633473957
1913,Little Walter,17.529156541887843
3125,The Chemical Brothers,17.505948791808834
1515,Jim Reeves,17.44013323900672
849,Dio,17.43876254227911
1797,Kylie Minogue,17.43410714879146
276,Beth Orton,17.35584674539644
564,Charlie Daniels,17.32553423004539
555,Charles Aznavour,17.268505079855863
1606,John Mellencamp,17.235632696690132
2589,Red Foley,17.223648377283304
713,Cyndi Lauper,17.181696193863765
2758,Screamin' Jay Hawkins,17.175898864745776
312,Billy Bragg,17.03950784298938
760,Dave Matthews Band,17.00786917185188
2400,Patty Loveless,16.967097022359965
1307,Henry Mancini,16.87243878861981
2518,Primal Scream,16.863126170653672
1257,Guy Clark,16.83455823136325
1520,Jimmy Buffett,16.81726635841898
830,Devo,16.808389698682078
2102,Meat Puppets,16.804572751082127
1587,John Fahey,16.803027517705274
2634,Ritchie Valens,16.797678160787594
259,Ben Folds,16.79762633615366
2228,Mountain,16.785943291555533
263,Ben Webster,16.754124566157707
2340,Orange Juice,16.699183755358984
2576,Ravi Shankar,16.672913338715308
2109,Mel TormÃ©,16.586076599245203
541,Cat Power,16.57353958719634
1258,Gwen Stefani,16.560975347318003
2903,Spiritualized,16.49778104048952
897,Dr. Feelgood,16.490436980711532
1020,Everything But the Girl,16.47530178407483
904,Duane Eddy,16.45049633472417
3217,The Get Up Kids,16.447228390130746
1533,Jimmy Smith,16.441311402333113
943,Eddy Arnold,16.43517698491812
2704,Roy Rogers,16.433436745945787
3566,Tracy Chapman,16.419171816056583
2625,Ricky Skaggs,16.403668422149202
2438,Pennywise,16.395229762615816
2223,Mose Allison,16.39430402560844
2850,Sly & Robbie,16.391549201218798
142,Annie Lennox,16.345242466464427
2383,Pat Benatar,16.32680472470563
2522,Prince Buster,16.3143738062873
1032,Faith Hill,16.296380484570772
35,Ace of Base,16.276388530024565
831,Dexter Gordon,16.262365829229722
523,Carly Simon,16.254953554795115
2898,Spike Jones,16.249354267159166
2526,Professor Longhair,16.241827567765206
3187,The English Beat,16.23332739533467
320,Billy Joe Shaver,16.19519187622115
2743,Sarah McLachlan,16.166495736801707
3334,The Pogues,16.159610650192302
138,Anita O'Day,16.152965638722037
2150,Mick Jagger,16.116156510487507
3017,Take That,16.097183208726296
1107,Freddie King,16.091102972801583
2525,Procol Harum,16.081349098543182
2520,Primus,16.08025111783024
855,Dire Straits,16.076311971694874
1269,Hank Thompson,16.05832585227847
3166,The Dells,16.04571045448239
477,Bunny Wailer,16.031805896471727
2559,Ralph Stanley,16.00497611287887
410,Bootsy Collins,15.993701396870849
850,Dion,15.980925654457263
1354,Ian & Sylvia,15.976566011207435
139,Ann Peebles,15.950402602119405
547,Celtic Frost,15.835884427238646
910,Dwight Yoakam,15.832446179439303
875,Don Williams,15.832385100841913
2229,Mr. Bungle,15.832358126797992
1909,Little Jimmy Scott,15.81633941641261
3572,Travis Tritt,15.7956885767239
2182,Minutemen,15.785717305261512
2690,Rosemary Clooney,15.761179440696836
1915,Live,15.740494867312766
400,Bon Jovi,15.727737813848806
229,Barbra Streisand,15.714486437044677
14,? & the Mysterians,15.688159495011773
828,Destiny's Child,15.632826903228473
245,Be Bop Deluxe,15.60773796170709
1353,INXS,15.599408506833505
48,Ahmad Jamal,15.578709432477908
720,DJ Shadow,15.567653762016421
1647,Johnny Winter,15.544109274049907
291,Big Audio Dynamite,15.534106232291888
763,David Allan Coe,15.533596523912255
779,David Lee Roth,15.509016953889361
3411,The Strokes,15.476308140657995
3673,Wham!,15.446056800997424
8,311,15.436650812191386
328,Billy Squier,15.427540989469039
498,Cameo,15.421271225203652
3493,Throbbing Gristle,15.399593371450784
3253,The Judds,15.397606891355677
1458,Jawbox,15.379458746979644
2121,Mercyful Fate,15.378696340425464
1791,Kool & the Gang,15.356102358091006
1289,Harry Nilsson,15.354863673839915
2045,Marilyn Manson,15.346662144780696
1641,Johnny Paycheck,15.345661436936501
2910,Stan Getz,15.343634849814418
1746,Ken Boothe,15.338977615625778
1556,Joe Jackson,15.313085256795151
11,7 Seconds,15.312850247274076
2650,Robert Wyatt,15.293629488302667
978,"Emerson, Lake & Palmer",15.218988964577683
1207,Gloria Estefan,15.205624888445572
2699,Roy Eldridge,15.204667110066211
2627,Ride,15.193334439533023
1431,James Cleveland,15.190179831735856
2189,Mississippi Fred McDowell,15.174922020149651
2948,Steve Winwood,15.153366433723422
49,Aimee Mann,15.146602920899902
104,Alton Ellis,15.136352798686472
2796,Sheryl Crow,15.123095884972201
3242,The J.B.'s,15.119831649705402
292,Big Black,15.110963608183694
2065,Martina McBride,15.106789805967544
108,America,15.099831477667838
2295,Nick Cave,15.090913183261142
3059,The 5th Dimension,15.046861443873702
437,Brian Wilson,15.03758203491065
869,Don Covay,14.82459902092781
248,Beat Happening,14.799237981042852
1167,George Duke,14.788110176220739
1689,Julio Iglesias,14.776083743285438
116,AndraÃ© Crouch,14.775228726019856
3644,Violent Femmes,14.722626002544832
2670,Roger Miller,14.701897712006174
1748,Kenny Chesney,14.690168741991027
3443,The Vandals,14.677463597525849
1760,Kid Rock,14.616912973033834
3404,The Staple Singers,14.594477301464119
2623,Rickie Lee Jones,14.576166701252701
821,Dennis Brown,14.567275138375637
111,Amy Grant,14.527502984542089
2535,PÃ©rez Prado,14.518346319647328
3664,Weather Report,14.517428836065537
3421,The Teardrop Explodes,14.5150741084985
2721,Saint Etienne,14.469352723978952
714,CÃ©line Dion,14.443135212671658
741,Danzig,14.403210823838975
3,10cc,14.361769108081681
2856,Smokey Robinson & the Miracles,14.334746196931365
3171,The Dillards,14.322103885287925
479,Burning Spear,14.305197831932457
587,Chicago,14.304584554778874
1823,Lalo Schifrin,14.27291401078893
483,Butthole Surfers,14.2649978878643
3279,The Mamas & the Papas,14.261935736199835
3529,Tom T. Hall,14.260051348750517
2191,Missy Elliott,14.257303542528959
3073,The Art of Noise,14.236678481589967
2272,Neil Sedaka,14.230252406491623
2928,Stereolab,14.19469830529994
2955,Stevie Ray Vaughan,14.165384650980402
898,Dr. John,14.132132779485577
2967,Sublime,14.130456039839794
3161,The Dave Clark Five,14.067994910471281
2446,Perry Como,14.066788284039665
277,Bette Midler,14.04810108512594
1060,Flamin' Groovies,14.02819160220265
1037,Faron Young,14.027951579105546
284,Betty Wright,14.021680020735783
1601,John Martyn,13.963836086139503
1681,Judy Collins,13.921606463664425
3137,The Clovers,13.912373990175258
2635,Rites of Spring,13.898427698751485
747,Dashboard Confessional,13.88023175356559
47,Agnostic Front,13.872695363261673
1636,Johnny Mercer,13.858748074328112
3345,The Promise Ring,13.845540715601173
2880,Sonny Stitt,13.786149338969178
68,Albert Collins,13.778273907683424
25,AFI,13.759002248610788
1031,Faith Evans,13.756161158245789
690,Crazy Horse,13.669382945171616
448,Brooks & Dunn,13.663739797586343
3451,The Wailers,13.653005194671074
2734,Sammy Hagar,13.611747222159806
3587,Twisted Sister,13.60174498319408
203,Avril Lavigne,13.589949364764507
3543,Toni Braxton,13.574677033008824
1083,Frank Black,13.563096821863878
2570,Raphael Saadiq,13.54622417541875
3304,The Moonglows,13.537538137084093
1312,Herman's Hermits,13.532142004689184
53,Al B. Sure!,13.502164802178276
231,Barenaked Ladies,13.48467172776291
1767,King Curtis,13.483812266796887
1630,Johnny Horton,13.448568160074815
3478,Them,13.446273458798132
3702,Wishbone Ash,13.444882714631232
188,Aswad,13.411443941065897
216,Backstreet Boys,13.399432165070113
256,Bell Biv DeVoe,13.381869360176463
1166,George Clinton,13.381343548798842
1291,Hatebreed,13.369597843383758
1847,Lee Dorsey,13.363406715116353
3132,The Clancy Brothers,13.34436420591802
3174,The Doobie Brothers,13.341270767503635
2026,Manowar,13.319033387156649
2664,Rodney Crowell,13.300618950393721
638,Clifford Brown,13.29378562174257
570,Charlie Rich,13.293009221328585
1737,Keith Richards,13.280846546567389
288,BeyoncÃ©,13.270930562439366
271,Bernard Herrmann,13.263890766940799
3435,The Turtles,13.225531152770753
965,Elizabeth Cotten,13.219318192346918
